Q1_GOING_OUT,Q2_GENDER,Q3_AGE,Q5_STATE_PROVINCE_COUNTY_ETC,Q6_Any_full_sized_candy_bar,Q6_Butterfinger,Q6_Candy_Corn,Q6_Chiclets,Q6_Dots,Q6_Fuzzy_Peaches,Q6_Good_N_Plenty,Q6_Gummy_Bears_straight_up,Q6_Healthy_Fruit,Q6_Heath_Bar,Q6_Hershey_s_Dark_Chocolate,Q6_Hershey_s_Milk_Chocolate,Q6_Hershey_s_Kisses,Q6_Jolly_Rancher_bad_flavor,Q6_Jolly_Ranchers_good_flavor,Q6_Junior_Mints,Q6_Kit_Kat,Q6_LaffyTaffy,Q6_LemonHeads,Q6_Licorice_not_black,Q6_Licorice_yes_black,Q6_Lollipops,Q6_Mike_and_Ike,Q6_Milk_Duds,Q6_Milky_Way,Q6_Regular_M_Ms,Q6_Peanut_M_M_s,Q6_Mint_Kisses,Q6_Mr_Goodbar,Q6_Nerds,Q6_Nestle_Crunch,Q6_Peeps,Q6_Pixy_Stix,Q6_Reese_s_Peanut_Butter_Cups,Q6_Reese_s_Pieces,Q6_Rolos,Q6_Skittles,Q6_Snickers,Q6_Sourpatch_Kids_i_e_abominations_of_nature,Q6_Starburst,Q6_Swedish_Fish,Q6_Tic_Tacs,Q6_Three_Musketeers,Q6_Tolberone_something_or_other,Q6_Trail_Mix,Q6_Twix,Q6_Whatchamacallit_Bars,Q6_York_Peppermint_Patties,Q7_JOY_OTHER,Q8_DESPAIR_OTHER,Q9_OTHER_COMMENTS
Yes,Female,42,Illinois,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,MEH,,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,"""Marzipan Critters, Japanese Kit-Kat (any of their seventeen-thousand flavours).""",Dollar General brand-x candy.,Nix.
Yes,Male,35,Illinois,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,,,
No,Female,50,Illinois,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,,,
No,Male,32,Illinois,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,,,
Yes,Male,41,Illinois,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,,,
No,Female,61,Illinois,JOY,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,,,
No,Male,15,Illinois,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,"""Math and sciences, technology, the girl I like (with out her boy friend), soccer, running. """,The girl I like (when she is with her boyfriend),"""A lot of the things i despair I didn't know, this excludea when the girl I like is with her boy friend, I mean sure he is an uperclass man but, none of her friends like him. This is were I come In, I like her and her friends like me and well I have more to offer too (in many aspects) so why is she with him especially at such a young age, I have no Idea, but here I am going on a rant, and well I kinda feel like Taylor Swift from """"you belong with me"""" except we are younger and. Its about a girl instead of the one guy. """
Yes,Female,28,Illinois,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,,,
No,Male,47,Illinois,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,Wax juice bottles,,
No,Female,38,Illinois,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,,,
Yes,Male,47,Illinois,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,Jolly Rancher Sour Bites Skor ,,
Yes,Male,67,Illinois,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,N/a,,
No,Female,39,Illinois,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,"""Tootsie Rolls, Slo-Pokes (where did they GO?! I miss them so much)""",Circus Peanuts (how did you forget those?),Threre were lots of candies I never heard of. Am I too old for this quiz? I gave them despairs by default.
No,Male,52,Illinois,JOY,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MOUNDS,Pennies,I miss 70's Halloween. Pillowcases for bags. PILLOWCASES.
No,Other,36,Illinois,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,,,
No,Female,56,Illinois,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,MEH,JOY,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,mini-packs of cookies (like what get put in lunches for school),pennies,
No,Male,66,Illinois,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,,,
No,Male,28,Illinois,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,,,
No,Male,41,Illinois,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,"""Charleston Chew, Peanut Butter M&Ms""","""Mounds, Almond Joy""",Chick-o-sticks are amazing.
No,Male,40,Illinois,JOY,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,,,
,Male,53,Illinois,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,Bit O Honey. And also Chuckles.,Temporary tattoos ,
No,Male,59,Illinois,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,"""Payday bar, Ferrero Rocher, """,plastic bag of popcorn,
No,Female,45,Illinois,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,"""Chuao Firecracker chocolate bar (anything by Chuao gives me intense joy feelings). Butterscotch. BUTTER RUM LIFESAVERS. Skor bar (superior to Heath bars, though I will gladly accept either. Preferably, both). Baci® Perugina® Dark. Anything filled with liquor, like chocolate, or tiny bottles. Pop Rocks.""",Unsalted nuts. Rolls of pennies wrapped in tin foil. Wax bottles filled with mystery juice. Capri Suns. Dog biscuits. Jerky.,CANDY CORN IS UNDERRATED AND OVER-HATED. It is an iconic American masterpiece of sugar delivery to the system.
No,Male,38,Illinois,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,Peanut Butter Snickers; most flavors of Ritter Sport; any waffled cookie; those plastic champagne poppers; Charleston Chews,Pillow stuffing; nail clippings; packets of Splenda,
No,Female,27,Illinois,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,,,
Yes,Female,29,Illinois,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,Popcorn ,,
No,Female,55,Illinois,JOY,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,,,
No,Female,40,Illinois,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,JOY,MEH,DESPAIR,,,
,Female,30,Illinois,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,,,
No,Male,36,Illinois,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,,,
No,Female,60,Indiana,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,Cuddles with cats,Flea bites,
No,Female,57,Indiana,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,Mounds bar,,"""My answers conflate candy I'd like to eat now (chocolate) with candy I liked to eat as a child (Sweet Tarts). It also doesn't distinguish candy I'd eat myself (chocolate) with things I'd give my kids (bags of chips). Given how vital and potentially earth-shaking this research is, you might want to refine your methodology further!"""
No,Female,66,Indiana,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,MEH,,,
No,Male,53,Indiana,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,"""Black jelly beans, Pot, Sex""",Dog poop,
No,Male,13,Indiana,JOY,JOY,DESPAIR,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,chicken noodle soup.,"""pretzel m&ms, erasers""",
,Male,61,Indiana,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,Zagnut bars,,
No,Female,56,Indiana,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,Good sex toys,Meat,
No,Male,39,Indiana,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,Sixlets,,Kitkats and Twix are the unbeatable champions of the Halloween bag. Fight me.
No,Male,38,Indiana,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,JOY,"""Sour Punch straws, Airheads""","""Bazooka gum, Sugar Babies/Daddies, Bit-O-Honey, Tootsie Rolls""","""Lollipops needs more divisions: Charms Blow Pops = Joy Tootsie Pops = Meh (depends on flavor) Dum Dums, other hard candy suckers = Meh or worse."""
No,Male,58,Indiana,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,MEH,,MEH,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,MEH,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,Lindor coconut chocolate balls ,Spice jelly beans,"""If I had my teeth back, I'd do it all over again."""
No,I'd rather not say,56,Indiana,JOY,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,Toffifay!!! Any cadburys chocolate,"""Maple Bun, chunky ar""",
Yes,Other,10,Indiana,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,,DESPAIR,JOY,Comic books,Bible shit,
Yes,Male,61,Indiana,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,,,
Yes,Male,40,Indiana,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,,,
No,Female,29,Indiana,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,,,
No,Male,40,Indiana,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,Chocolate coffee beans,,Fruit Roll-Ups
No,Female,48,Indiana,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,"""Peanut butter M&M's, Ghirardelli chocolates, wine, mint M&M's""",,
